"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Beta-Alanine Metabolism",8,4,3.43,0.473,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Vitamin B6 Metabolism",8,4,3.43,0.473,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Propanoate Metabolism",6,3,2.57,0.519,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Citric Acid Cycle",6,3,2.57,0.519,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glutamate Metabolism",6,3,2.57,0.519,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Lysine Degradation",4,2,1.71,0.581,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Tryptophan Metabolism",4,2,1.71,0.581,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Gluconeogenesis",4,2,1.71,0.581,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Transfer of Acetyl Groups into Mitochondria",4,2,1.71,0.581,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Riboflavin Metabolism",7,3,3,0.66,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Warburg Effect",7,3,3,0.66,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Pterine Biosynthesis",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glutathione Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Selenoamino Acid Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Androgen and Estrogen Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glucose-Alanine Cycle",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Ethanol Degradation",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Fatty Acid Biosynthesis",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Pyruvaldehyde Degradation",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Inositol Phosphate Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Carnitine Synthesis",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","De Novo Triacylglycerol Biosynthesis",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Estrone Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glycine and Serine Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Porphyrin Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Phospholipid Biosynthesis",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Pyrimidine Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Folate Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Betaine Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Pyruvate Metabolism",8,3,3.43,0.772,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Cysteine Metabolism",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Steroid Biosynthesis",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glycolysis",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Fructose and Mannose Degradation",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Malate-Aspartate Shuttle",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Thyroid hormone synthesis",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Methionine Metabolism",6,2,2.57,0.833,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Histidine Metabolism",7,2,3,0.902,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Purine Metabolism",7,2,3,0.902,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Nucleotide Sugars Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Inositol Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Galactose Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Alanine Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Starch and Sucrose Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Urea Cycle",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Aspartate Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Phytanic Acid Peroxisomal Oxidation",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Tyrosine Metabolism",8,2,3.43,0.945,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Phenylalanine and Tyrosine Metabolism",5,1,2.14,0.952,1
"Vital (2 mo.)","BEP+ExBf","down","Fatty Acid Biosynthesis",2,1,0.0571,0.0571,1
"Vital (2 mo.)","BEP+ExBf","down","Phosphatidylinositol Phosphate Metabolism",3,1,0.0857,0.0857,1
"Vital (2 mo.)","BEP+ExBf","down","Degradation of Superoxides",3,1,0.0857,0.0857,1
"Vital (2 mo.)","BEP+ExBf","down","Inositol Metabolism",4,1,0.114,0.114,1
"Vital (2 mo.)","BEP+ExBf","down","Alanine Metabolism",4,1,0.114,0.114,1
"Vital (2 mo.)","BEP+ExBf","down","Urea Cycle",4,1,0.114,0.114,1
"Vital (2 mo.)","BEP+ExBf","down","Gluconeogenesis",4,1,0.114,0.114,1
"Vital (2 mo.)","BEP+ExBf","down","Transfer of Acetyl Groups into Mitochondria",4,1,0.114,0.114,1
"Vital (2 mo.)","BEP+ExBf","down","Arginine and Proline Metabolism",5,1,0.143,0.143,1
"Vital (2 mo.)","BEP+ExBf","down","Phospholipid Biosynthesis",5,1,0.143,0.143,1
"Vital (2 mo.)","BEP+ExBf","down","Lactose Synthesis",5,1,0.143,0.143,1
"Vital (2 mo.)","BEP+ExBf","down","Propanoate Metabolism",6,1,0.171,0.171,1
"Vital (2 mo.)","BEP+ExBf","down","Citric Acid Cycle",6,1,0.171,0.171,1
"Vital (2 mo.)","BEP+ExBf","down","Histidine Metabolism",7,1,0.2,0.2,1
"Vital (2 mo.)","BEP+ExBf","down","Warburg Effect",7,1,0.2,0.2,1
"Vital (2 mo.)","BEP+ExBf","down","Pyruvate Metabolism",8,1,0.229,0.229,1
"Vital (2 mo.)","BEP+ExBf","up","Nicotinate and Nicotinamide Metabolism",7,4,1.6,0.0335,1
"Vital (2 mo.)","BEP+ExBf","up","Pantothenate and CoA Biosynthesis",3,2,0.686,0.124,1
"Vital (2 mo.)","BEP+ExBf","up","Biotin Metabolism",1,1,0.229,0.229,1
"Vital (2 mo.)","BEP+ExBf","up","Fatty Acid Biosynthesis",2,1,0.457,0.41,1
"Vital (2 mo.)","BEP+ExBf","up","Riboflavin Metabolism",7,2,1.6,0.516,1
"Vital (2 mo.)","BEP+ExBf","up","Beta-Alanine Metabolism",8,2,1.83,0.604,1
"Vital (2 mo.)","BEP+ExBf","up","Alanine Metabolism",4,1,0.914,0.665,1
"Vital (2 mo.)","BEP+ExBf","up","Gluconeogenesis",4,1,0.914,0.665,1
"Vital (2 mo.)","BEP+ExBf","up","Transfer of Acetyl Groups into Mitochondria",4,1,0.914,0.665,1
"Vital (2 mo.)","BEP+ExBf","up","Ammonia Recycling",5,1,1.14,0.751,1
"Vital (2 mo.)","BEP+ExBf","up","Arginine and Proline Metabolism",5,1,1.14,0.751,1
"Vital (2 mo.)","BEP+ExBf","up","Pyrimidine Metabolism",5,1,1.14,0.751,1
"Vital (2 mo.)","BEP+ExBf","up","Threonine and 2-Oxobutanoate Degradation",5,1,1.14,0.751,1
"Vital (2 mo.)","BEP+ExBf","up","Propanoate Metabolism",6,1,1.37,0.818,1
"Vital (2 mo.)","BEP+ExBf","up","Valine, Leucine and Isoleucine Degradation",6,1,1.37,0.818,1
"Vital (2 mo.)","BEP+ExBf","up","Citric Acid Cycle",6,1,1.37,0.818,1
"Vital (2 mo.)","BEP+ExBf","up","Glutamate Metabolism",6,1,1.37,0.818,1
"Vital (2 mo.)","BEP+ExBf","up","Warburg Effect",7,1,1.6,0.868,1
"Vital (2 mo.)","BEP+ExBf","up","Vitamin B6 Metabolism",8,1,1.83,0.906,1
"Vital (2 mo.)","BEP+ExBf","up","Pyruvate Metabolism",8,1,1.83,0.906,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Fatty Acid Biosynthesis",2,1,0.114,0.113,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Phosphatidylinositol Phosphate Metabolism",3,1,0.171,0.166,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Degradation of Superoxides",3,1,0.171,0.166,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Inositol Metabolism",4,1,0.229,0.218,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Alanine Metabolism",4,1,0.229,0.218,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Urea Cycle",4,1,0.229,0.218,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Gluconeogenesis",4,1,0.229,0.218,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Transfer of Acetyl Groups into Mitochondria",4,1,0.229,0.218,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Arginine and Proline Metabolism",5,1,0.286,0.269,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Phospholipid Biosynthesis",5,1,0.286,0.269,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Lactose Synthesis",5,1,0.286,0.269,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Propanoate Metabolism",6,1,0.343,0.318,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Citric Acid Cycle",6,1,0.343,0.318,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Histidine Metabolism",7,1,0.4,0.365,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Warburg Effect",7,1,0.4,0.365,1
"Vital (2 mo.)","BEP+ExBf+AZT","down","Pyruvate Metabolism",8,1,0.457,0.41,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Nicotinate and Nicotinamide Metabolism",7,4,2.6,0.214,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Pantothenate and CoA Biosynthesis",3,2,1.11,0.306,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Retinol Metabolism",3,2,1.11,0.306,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Fatty Acid Elongation In Mitochondria",1,1,0.371,0.371,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Biotin Metabolism",1,1,0.371,0.371,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Ketone Body Metabolism",1,1,0.371,0.371,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Steroidogenesis",1,1,0.371,0.371,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Cardiolipin Biosynthesis",1,1,0.371,0.371,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Androstenedione Metabolism",1,1,0.371,0.371,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Valine, Leucine and Isoleucine Degradation",6,3,2.23,0.392,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Gluconeogenesis",4,2,1.49,0.478,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Transfer of Acetyl Groups into Mitochondria",4,2,1.49,0.478,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Pterine Biosynthesis",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Caffeine Metabolism",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Selenoamino Acid Metabolism",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Glycerolipid Metabolism",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Androgen and Estrogen Metabolism",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Glycerol Phosphate Shuttle",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Glucose-Alanine Cycle",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Mitochondrial Electron Transport Chain",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Ethanol Degradation",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Fatty Acid Biosynthesis",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Inositol Phosphate Metabolism",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Carnitine Synthesis",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","De Novo Triacylglycerol Biosynthesis",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Estrone Metabolism",2,1,0.743,0.612,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Ammonia Recycling",5,2,1.86,0.626,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Arginine and Proline Metabolism",5,2,1.86,0.626,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Threonine and 2-Oxobutanoate Degradation",5,2,1.86,0.626,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Beta-Alanine Metabolism",8,3,2.97,0.645,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Vitamin B6 Metabolism",8,3,2.97,0.645,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Propanoate Metabolism",6,2,2.23,0.743,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Citric Acid Cycle",6,2,2.23,0.743,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Glutamate Metabolism",6,2,2.23,0.743,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Cysteine Metabolism",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Bile Acid Biosynthesis",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Glycolysis",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Fatty acid Metabolism",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Fructose and Mannose Degradation",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Butyrate Metabolism",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Thiamine Metabolism",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Malate-Aspartate Shuttle",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Plasmalogen Synthesis",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,1.11,0.765,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Riboflavin Metabolism",7,2,2.6,0.83,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Warburg Effect",7,2,2.6,0.83,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Nucleotide Sugars Metabolism",4,1,1.49,0.86,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Inositol Metabolism",4,1,1.49,0.86,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Lysine Degradation",4,1,1.49,0.86,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Galactose Metabolism",4,1,1.49,0.86,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Alanine Metabolism",4,1,1.49,0.86,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Starch and Sucrose Metabolism",4,1,1.49,0.86,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Urea Cycle",4,1,1.49,0.86,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Tryptophan Metabolism",4,1,1.49,0.86,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Phytanic Acid Peroxisomal Oxidation",4,1,1.49,0.86,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Pyruvate Metabolism",8,2,2.97,0.892,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Glycine and Serine Metabolism",5,1,1.86,0.919,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Porphyrin Metabolism",5,1,1.86,0.919,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Phospholipid Biosynthesis",5,1,1.86,0.919,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Pyrimidine Metabolism",5,1,1.86,0.919,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Folate Metabolism",5,1,1.86,0.919,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Betaine Metabolism",5,1,1.86,0.919,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Methionine Metabolism",6,1,2.23,0.954,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Histidine Metabolism",7,1,2.6,0.975,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Purine Metabolism",7,1,2.6,0.975,1
"Vital (2 mo.)","BEP+ExBf+AZT","up","Tyrosine Metabolism",8,1,2.97,0.986,1
"Elicit (1 mo.)","Az.","down","Tryptophan Metabolism",4,1,0.114,0.114,1
"Elicit (1 mo.)","Nico","up","Nicotinate and Nicotinamide Metabolism",7,5,1.2,0.000367,0.0359
"Elicit (1 mo.)","Nico","up","Fatty Acid Elongation In Mitochondria",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Ketone Body Metabolism",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Steroidogenesis",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Cardiolipin Biosynthesis",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Androstenedione Metabolism",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Pterine Biosynthesis",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Caffeine Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Selenoamino Acid Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Glycerolipid Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Sulfate/Sulfite Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Androgen and Estrogen Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Glycerol Phosphate Shuttle",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Glucose-Alanine Cycle",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Mitochondrial Electron Transport Chain",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Ethanol Degradation",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Inositol Phosphate Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Carnitine Synthesis",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","De Novo Triacylglycerol Biosynthesis",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Estrone Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Cysteine Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Bile Acid Biosynthesis",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Glycolysis",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Fatty acid Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Fructose and Mannose Degradation",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Butyrate Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Retinol Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Malate-Aspartate Shuttle",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Plasmalogen Synthesis",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Nucleotide Sugars Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Inositol Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Lysine Degradation",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Galactose Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Starch and Sucrose Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Urea Cycle",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Tryptophan Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Gluconeogenesis",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Phytanic Acid Peroxisomal Oxidation",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Transfer of Acetyl Groups into Mitochondria",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Glycine and Serine Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Ammonia Recycling",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Arginine and Proline Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Porphyrin Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Phospholipid Biosynthesis",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Folate Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Betaine Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Threonine and 2-Oxobutanoate Degradation",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Propanoate Metabolism",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Valine, Leucine and Isoleucine Degradation",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Methionine Metabolism",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Citric Acid Cycle",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Glutamate Metabolism",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Histidine Metabolism",7,1,1.2,0.768,1
"Elicit (1 mo.)","Nico","up","Purine Metabolism",7,1,1.2,0.768,1
"Elicit (1 mo.)","Nico","up","Warburg Effect",7,1,1.2,0.768,1
"Elicit (1 mo.)","Nico","up","Tyrosine Metabolism",8,1,1.37,0.818,1
"Elicit (1 mo.)","Nico","up","Beta-Alanine Metabolism",8,1,1.37,0.818,1
"Elicit (1 mo.)","Nico","up","Pyruvate Metabolism",8,1,1.37,0.818,1
"Elicit (1 mo.)","Nico+Az.","down","Oxidation of Branched Chain Fatty Acids",3,2,0.257,0.0148,0.726
"Elicit (1 mo.)","Nico+Az.","down","Thiamine Metabolism",3,2,0.257,0.0148,0.726
"Elicit (1 mo.)","Nico+Az.","down","Phytanic Acid Peroxisomal Oxidation",4,2,0.343,0.029,0.948
"Elicit (1 mo.)","Nico+Az.","down","Ubiquinone Biosynthesis",1,1,0.0857,0.0857,1
"Elicit (1 mo.)","Nico+Az.","down","Taurine and Hypotaurine Metabolism",2,1,0.171,0.166,1
"Elicit (1 mo.)","Nico+Az.","down","Steroid Biosynthesis",3,1,0.257,0.242,1
"Elicit (1 mo.)","Nico+Az.","down","Bile Acid Biosynthesis",3,1,0.257,0.242,1
"Elicit (1 mo.)","Nico+Az.","down","Nucleotide Sugars Metabolism",4,1,0.343,0.313,1
"Elicit (1 mo.)","Nico+Az.","down","Lysine Degradation",4,1,0.343,0.313,1
"Elicit (1 mo.)","Nico+Az.","down","Galactose Metabolism",4,1,0.343,0.313,1
"Elicit (1 mo.)","Nico+Az.","down","Arachidonic Acid Metabolism",4,1,0.343,0.313,1
"Elicit (1 mo.)","Nico+Az.","down","Transfer of Acetyl Groups into Mitochondria",4,1,0.343,0.313,1
"Elicit (1 mo.)","Nico+Az.","down","Phenylalanine and Tyrosine Metabolism",5,1,0.429,0.38,1
"Elicit (1 mo.)","Nico+Az.","down","Porphyrin Metabolism",5,1,0.429,0.38,1
"Elicit (1 mo.)","Nico+Az.","down","Lactose Synthesis",5,1,0.429,0.38,1
"Elicit (1 mo.)","Nico+Az.","down","Threonine and 2-Oxobutanoate Degradation",5,1,0.429,0.38,1
"Elicit (1 mo.)","Nico+Az.","down","Propanoate Metabolism",6,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","down","Valine, Leucine and Isoleucine Degradation",6,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","down","Citric Acid Cycle",6,1,0.514,0.442,1
"Elicit (1 mo.)","Nico+Az.","down","Purine Metabolism",7,1,0.6,0.499,1
"Elicit (1 mo.)","Nico+Az.","down","Warburg Effect",7,1,0.6,0.499,1
"Elicit (1 mo.)","Nico+Az.","down","Tyrosine Metabolism",8,1,0.686,0.553,1
"Elicit (1 mo.)","Nico+Az.","down","Pyruvate Metabolism",8,1,0.686,0.553,1
"Elicit (1 mo.)","Nico+Az.","up","Nicotinate and Nicotinamide Metabolism",7,5,1.2,0.000367,0.0359
"Elicit (1 mo.)","Nico+Az.","up","Fatty Acid Elongation In Mitochondria",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico+Az.","up","Ketone Body Metabolism",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico+Az.","up","Steroidogenesis",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico+Az.","up","Cardiolipin Biosynthesis",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico+Az.","up","Androstenedione Metabolism",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico+Az.","up","Pterine Biosynthesis",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Caffeine Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Selenoamino Acid Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Glycerolipid Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Androgen and Estrogen Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Glycerol Phosphate Shuttle",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Glucose-Alanine Cycle",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico+Az.","up","Mitochondrial Electron Transport Chain",2,1,0.343,0.318,1
